,K,logP,e,w,num_of_planets
481,162.0499339,2.373652368,-0.115631536,12.16308722,2
482,139.509735,1.960170894,0.142691892,0.234093754,2
483,913.4915862,1.990923927,-0.725960996,2.939579696,2
484,138.5266648,1.963887693,0.165702737,-11.97815255,2
485,145.2724468,1.964056743,0.122993408,-12.05992118,2
486,80.86312416,2.76206852,-0.401773538,93.61080953,2
487,133.7879253,6.183009694,0.843160263,-6.433209923,2
488,66.86083347,4.377348756,0.194722206,480.0117937,2
489,68.59900493,2.431424755,-0.450769826,-17.9603451,2
490,8.347929812,5.419325213,0.293626665,19.47865044,1
491,11.65790706,7.598501096,0.321019298,-5549.499916,2
492,11.65790706,7.598501096,0.321019298,-5549.499916,2
493,11.65790706,7.598501096,0.321019298,-5549.499916,2
494,7.956917455,8.226901245,0.710877123,5.342188159,2
495,7.956917455,8.226901245,0.710877123,5.342188159,2
496,7.956917455,8.226901245,0.710877123,5.342188159,2
497,197.4566908,7.257645587,0.203785342,7216.5251,1
498,12.91423833,7.596807089,-0.193067736,-1.326975782,0
499,12.91423833,7.596807089,-0.193067736,-1.326975782,0
500,12.91423833,7.596807089,-0.193067736,-1.326975782,0
501,13.21379457,7.795234769,0.409894632,52.93610556,0
502,13.21379457,7.795234769,0.409894632,52.93610556,0
503,13.21379457,7.795234769,0.409894632,52.93610556,0
504,25.04073015,3.482741375,0.743358055,-39.52182383,0
505,25.04073015,3.482741375,0.743358055,-39.52182383,0
506,25.04073015,3.482741375,0.743358055,-39.52182383,0
507,20.00032773,8.222725268,0.507912308,-1.76227616,1
508,70.84378678,6.122992467,0.083461464,-4.595092535,1
509,13.87633302,8.393079751,0.362125324,1.861220469,0
510,13.87633302,8.393079751,0.362125324,1.861220469,0
511,13.87633302,8.393079751,0.362125324,1.861220469,0
512,22.72017798,5.309458088,-0.462867225,20.0243641,0
513,281.9367649,6.349694671,0.734631013,-0.715790626,1
514,353.5192085,6.278261098,0.889668088,-1.838512591,1
515,39.88746837,3.28550001,0.057721877,-119.1936085,1
516,10.83304674,4.428272527,0.177457352,-277.7215119,0
517,739.5486877,6.269319176,0.819313868,-0.758456303,1
518,54.92031787,6.59466211,0.101403208,7.18967288,1
519,56.03279315,6.439223609,-0.021486006,1.4323073,1
520,26.53180631,7.10899115,-0.38342951,-163.4533494,1
521,39.08485679,4.953736927,0.105758627,-137.3999686,1
522,97.323316,4.949584203,-0.976112075,0.18958727,0
523,4.096111842,6.016227348,-0.179197265,-2729.829026,0
524,124.7316963,7.354538516,-0.294268111,7.921773843,1
525,152.937354,8.405037403,-0.283071942,38670.29106,1
526,90.03167862,6.617972654,0.392757156,-14125.93212,1
527,47.96245862,5.631646344,0.427625593,-20.37942767,0
528,611.9634676,5.395181539,0.823231878,-1734.403512,0
529,42.1161921,2.336085754,-0.022528111,-47.20291385,1
530,4.870588655,5.099095461,0.73260416,435.6010755,1
531,1.375678675,3.730630303,0.981218416,-1.035377773,1
532,12.64200707,8.518936735,0.776384941,1.235652818,1
533,32.53961848,6.028660223,-0.058147802,2.895383921,1
534,58.13316781,2.889841572,-0.048698517,-0.822489628,2
535,163.4566325,5.937712109,-0.046839411,3.906175478,1
536,158.1717524,5.947618597,-0.073734633,876.4937948,1
537,185.6946829,5.939776445,0.065821435,32.55025579,1
538,19.89642048,5.606821741,0.229009069,0.15461273,1
539,146.8164901,7.927554315,-0.191610832,-2.547847977,2
540,140.3693042,7.39015843,0.216630112,-1.245801994,2
541,27.62346924,4.841097069,0.528873948,-119.0446807,0
542,23.37438474,5.404823008,-0.224610565,20.64309984,1
543,63.61579535,8.020958727,-0.844014946,2958.463902,0
544,12.23388453,6.143209111,0.343032473,-492.1193475,1
545,2.303962643,3.910185408,0.267319038,216.4520819,0
546,5.210568789,5.413776805,0.54307502,1303.095116,0
547,9.564019236,4.88354757,0.254005571,1.120701731,0
548,110.3297736,5.059849393,0.047646975,371.6429984,1
549,9.024517451,5.941266025,0.68761083,9.438533666,0
550,966.8768289,1.36812578,-0.891904716,-9.223939157,1
551,25.27147849,2.900273803,-0.476550198,-38.1170968,1
552,162.4065436,7.66188941,0.482891749,-0.382844346,0
553,140.0486392,7.151647781,-0.266558809,2.184957072,0
554,169.1635635,7.974901445,0.551843149,-0.33957682,0
555,148.2769358,7.38826234,0.407696054,-0.418857652,0
556,134.069646,6.976501559,-0.288174555,8.158775678,0
557,6.402988868,5.417546224,-0.804554186,88.53348835,0
558,92.28933946,4.855107798,-0.967644358,823.4611834,0
559,11.02474357,10.77774573,0.951837176,-211.4824835,0
560,11.78559077,5.939688615,0.303505521,-12.67364553,0
561,27706.41035,4.030682452,-0.91612449,191.5176495,0
562,2.783182294,4.138719845,0.944128146,-357.1627962,1
563,16.5557755,4.130326107,0.618971656,173.7671958,1
564,18.74742572,3.523449093,0.29332898,-113.9871818,1
565,17.0486732,4.128167215,0.562971142,186.7161484,1
566,30.35778063,4.13234905,0.892939085,-1.671446289,1
567,2.246429018,4.13193714,0.975776939,-425.6046169,1
568,16.2134038,4.130222924,0.672469723,-83.88606245,1
569,19.77417704,5.187065022,0.083980815,-2599.441116,1
570,46.47547514,5.032714528,-0.168071086,48.46985169,2
571,42.75256515,5.048134774,-0.19692381,-1.858424846,2
572,32.71086159,5.037521676,-0.081605665,-69.15316513,2
573,27.19389112,4.874049112,0.200848666,-113.8279105,0
574,293.0466719,5.970328611,0.939046103,0.19715277,0
575,202.2351489,2.91182751,-0.308244433,-121.5649713,2
576,565.0986684,4.097471664,-0.895564872,-18.36549834,2
577,195.9152179,4.00749947,0.672434802,198.6306139,2
578,206.5931698,4.007502781,-0.729772937,233.169806,2
579,199.1498852,4.008091844,0.682725679,54.08008648,0
580,179.5644233,7.737636382,0.404933457,0.499616071,2
581,190.6698221,7.611413142,0.333346454,0.148552504,2
582,154.7486588,7.46889938,0.225735521,0.182681914,2
583,61.90341839,2.653029811,0.451137403,33.31039541,2
584,187.3137281,7.656704839,0.352656138,-0.014595991,2
585,181.7465534,7.294085133,0.341105719,6.956394972,2
586,192.8687643,7.392408954,-0.563858332,-1.830544859,2
587,155.7863804,3.954249082,0.890788403,-7.049196614,2
588,178.531657,7.635768193,0.259796178,12.8025547,2
589,171.4578981,7.692167207,0.39933848,-0.041572243,2
590,196.2666495,6.557356864,0.033902723,-0.385333341,1
591,204.6035688,6.544295196,-0.068148623,-239.4478816,1
592,203.2259695,7.086806726,0.494358084,-0.393569206,2
593,2.551143439,2.264540483,-0.123848365,11.90444685,2
594,127.4715377,5.57667985,0.25097892,-25.50567836,1
595,106.8589035,5.588804902,0.280362171,-183.0599118,1
596,116.368078,5.552427657,0.101383452,187.0978915,1
597,102.170133,5.577923291,0.276763309,-101.3385589,1
598,118.4428405,5.577256614,0.269218666,-69.74086609,1
599,41.59407321,1.392411667,0.058596647,-10.88186159,0
600,98.97603522,6.869858609,0.741317056,1.693024049,0
601,41.59407321,1.392411667,0.058596647,-10.88186159,0
602,5008.052769,1.394140567,-0.063099664,-6.79607426,0
603,4865.857907,1.386727296,0.081904271,-9.327003519,0
604,77.86668618,6.073395306,0.708168351,-0.250502603,2
605,19.02064015,6.718855606,0.058024853,-31.65441129,1
606,18.32322998,6.720022233,0.044818331,-0.996080265,1
607,6.23167542,4.482767792,0.990855278,1224.102425,0
608,3.122520881,2.747256944,-0.394155456,-50.1056814,1
609,4.325502927,2.744761714,0.121085327,116.3529156,1
610,46.9564173,5.875313542,-0.041394763,-7.931148175,1
611,4331.035255,9.338455534,0.79165044,51.57106252,0
612,125.6138124,3.609435134,0.073946376,10.33646879,1
613,121.7485234,3.608524463,0.156821342,5.180628171,1
614,397.1128453,5.915452625,0.435171273,-2.274866304,0
615,48.44544196,6.765838659,0.880590457,12.57477475,1
616,50.59667792,6.86315608,0.706524509,-0.48157828,1
617,14.7863204,6.212488901,0.39037876,0.079052423,1
618,24.97183457,5.852194833,0.058539934,36.9877044,2
619,33.69802703,3.780733545,0.404373106,-2.163469871,1
620,62.28683857,4.34113095,0.62479124,0.32832583,1
621,24.16283192,2.172621546,0.143824883,-10.63816723,1
622,2.023607561,3.197785776,0.492169697,37.0118405,0
623,8.585977044,4.108499623,-0.476171469,65.16380165,0
624,75.41839408,5.161637436,0.820700596,84.39866099,0
625,32.185306,3.810040802,-0.691777362,-734.7772349,1
626,25.66972656,2.282875432,0.431605012,-25.28681702,1
627,8.675857102,7.257875767,-0.206010163,-0.785265514,2
628,54.37503708,5.844578848,-0.311737315,-102.2024046,2
629,118.3032258,6.59244804,0.125506485,-328.5987755,1
630,998.4003091,7.98196864,-0.128794762,-0.007126837,1
631,29.28683049,6.637798108,0.244334002,-7.514367642,1
632,5.071290532,4.279069821,-0.593785923,152.0933028,0
633,10.17389002,5.852990587,-0.243355202,332.9181748,0
634,14.92736542,5.219426395,0.112714003,-67.87564198,0
635,32.25405328,2.202133951,0.799541043,-62.44772835,1
636,6.94979538,4.964009756,0.283390814,25.4331712,1
637,289.7867086,7.119790009,0.733422831,6.311195925,1
638,118.086028,7.146187201,0.484208879,6.282818378,1
639,115.2341988,4.960525022,0.321435116,-74.96882944,1
640,103.9602109,7.160928281,0.50030078,37.61781336,1
641,45.19609415,4.778758922,-0.290308741,-0.231310253,1
642,42.02908865,4.781596491,0.325353156,-71.16661229,1
643,46.40732883,4.779164895,-0.377942097,13.33726145,1
644,33.65155215,6.93913602,-0.878672887,-1662.642047,2
645,26.46692469,6.655689709,0.369524582,-14009.05902,1
646,43.20546294,6.431867885,0.527267865,-1.403651191,2
647,79.04123464,1.640266115,0.648962007,-5.95478396,1
648,34.19542563,3.090945643,0.169268799,-72.67286041,1
649,5730.675668,5.082536485,0.261953857,-31.97185969,0
650,33.76412383,6.417001592,-0.41094825,12.88802219,2
651,50.81570992,7.589430607,-0.489261349,-0.442228359,1
652,21.75951715,6.076030527,-0.13514226,36.0587551,0
653,9.713506353,4.436168948,0.173030565,321.0371248,0
654,155.9800049,4.324237068,-0.09988376,146.8052107,1
655,165.3805872,2.780536685,0.978548389,-117.5817391,1
656,145.7388805,0.950974769,-0.297783204,4.146131324,1
657,3.891406551,2.158662319,0.086618754,-10.99985466,2
658,2.219115581,5.258990055,0.431310713,-54.12835674,2
659,10.51393233,4.656368019,-0.598178682,112.3116573,2
660,7.824621586,7.382967996,0.220002881,-7.410842427,0
661,109.7331166,6.199075036,0.867966938,0.060806674,0
662,30.02838129,7.63539879,0.033981811,5275.3612,1
663,31.85103271,7.709734905,0.100050335,-14.01672689,1
664,41.83461683,7.690361824,0.186836202,-0.180542632,1
665,42.58074607,8.203389362,0.268867841,-1.777335202,1
666,79.44698675,10.10286222,0.656644386,3.350432813,1
667,384.5495444,5.096491684,0.751853843,100.4373896,0
668,64.29433523,7.138679905,-0.256452362,264.7508546,1
669,132.7019081,5.930146535,0.15409109,7.1859391,2
670,198.9406841,4.836287365,0.790005877,-14.84951098,2
671,16.32507187,7.495427518,-0.055356572,72.87252482,1
672,84.31518489,6.241596677,-0.449256805,-2086.870408,2
673,102.1993932,3.790980731,-0.577295146,6.060672295,2
674,107.7852508,7.606903926,0.467571215,-1.945488802,2
675,45.027547,3.836651305,-0.946168437,-248.1344866,1
676,8.00070382,4.259098845,0.996798406,464.8982969,1
677,53.93709514,1.255632095,0.028067947,0.779150944,1
678,65.70060829,2.684838619,0.039435055,41.42312858,0
679,77.75432072,2.683772026,0.078658548,-10.76221173,0
680,74.74611143,2.684532904,-0.05183487,26.42981862,0
681,73.78413349,6.068743026,-0.085497615,6.050425756,1
682,21.01738194,5.17667548,0.080973514,-928.805942,1
683,19.8003124,3.306826475,-0.625204683,-170.7306213,1
684,4.102282159,3.251805394,0.674252702,-0.3820153,2
685,26.03300803,7.583130545,0.594516746,-2383.747828,1
686,1469.500974,2.700438402,0.887540942,-0.296480352,1
687,340.4099407,3.693528942,-0.421818591,287.2044858,1
688,886.5109241,4.058483669,0.714126938,-0.316658429,1
689,329.5631802,3.604617797,0.744275088,24.51373138,1
690,196.3446212,3.765914495,-0.239035314,-46.56974155,1
691,306.5084873,4.468000026,0.825047,36.7684167,1
692,312.0236112,4.586469471,0.837946775,17.88945545,1
693,171.7740774,6.85146038,0.48983489,541.8304479,1
694,58.39495773,5.215160205,-0.017905302,68.99253679,1
695,64.06676671,5.422088858,0.610733241,26.79927613,2
696,302.327998,3.793654443,0.949961227,226.6427603,1
697,79.25182795,2.880057094,0.913578275,42.94758314,1
698,48.99872245,3.481086912,0.599765977,-0.181285895,1
699,58.01181583,1.093825914,-0.008202056,5.674205561,1
700,3.25065538,3.67805794,-0.523002624,85.9805318,0
701,16.8246765,4.437396462,-0.245869655,-39.66137146,0
702,71.67471835,5.414454387,0.471882205,-0.174059637,1
703,68.90458234,9.061613011,-0.983654793,-4.110247945,1
704,65.94973612,5.42742195,0.28744192,18.91647296,1
705,57.16070263,5.429209317,0.250070149,-43.37609958,1
706,63.57141387,5.425406543,0.313222469,12.86785219,1
707,208.7872282,0.759654441,-0.010158045,0.900429834,1
708,102.4157842,7.332586313,0.905455817,19.49205927,1
709,401.1271992,7.330761899,0.947364469,-0.857190681,1
710,6.650251823,6.310645738,-0.827836671,58.74729477,0
711,6.52608634,3.605698954,0.234802229,-0.855106986,0
712,11.0415208,4.261418995,0.752002297,0.250228797,0
713,39.95550141,2.589098649,-0.727408895,0.674551855,1
714,38.63225228,2.062522797,0.651368373,-7.757922019,1
715,30.77827018,2.427011166,0.442703133,-26.96124439,1
716,32.55294657,1.516217067,0.228144103,1.033845469,1
717,36.79522568,7.823838811,-0.089429471,4.224374586,1
718,28.17859855,7.674777461,0.213317514,0.174282295,1
719,270.0337422,5.547956886,0.679594874,-2.889257173,1
720,229.189042,4.871732702,-0.462884661,6.293615736,1
721,248.396838,4.871358501,-0.414931956,-37.68240576,1
722,240.8788102,3.770690929,-0.478061939,-62.514507,1
723,17.99510929,5.02746072,-0.303784661,137.5468495,0
724,23.03570921,5.985899061,0.440536824,-1289.378784,0
725,104.5125882,5.786743117,0.330547152,42.46214323,2
726,107.6910442,5.780740202,-0.327404858,856.3650118,2
727,84.41120832,5.538890753,0.382333329,-1.268437989,2
728,95.27676839,5.741051677,0.215318568,-0.264849015,2
729,106.086316,5.783912691,0.353697799,-26.55184963,2
730,18.18615937,4.965063373,0.14719287,-0.485168024,1
731,23.43973423,6.23057004,0.193897678,-0.562119983,2
732,53.677939,6.990798559,0.053859859,-1.607652418,0
733,50.2600302,6.974329792,0.137935777,96.65581082,0
734,58.15000807,6.99676223,-0.104405889,98.53221821,0
735,113.4627475,6.454092525,-0.370612607,5.994692589,1
736,20.7860386,6.211564936,-0.708896567,1107.721058,1
737,164.3082205,2.935803906,0.915238195,-112.5379612,0
738,59.42323358,5.487903177,0.251441934,243.2009551,0
739,76.62535322,4.166995823,0.2698215,0.244752305,0
740,13.94408888,6.085526242,-0.067213963,-752.5583723,1
741,8.986921856,4.565807692,0.397495194,111.6024599,1
742,24.71610992,4.05064885,-0.166070881,-105.2043774,1
743,422.4441568,1.898363892,-0.152632373,-6.72620894,2
744,329.8393333,2.154902471,0.137015308,0.125070927,2
745,37.75006468,3.723224076,0.312435993,217.7832816,0
746,149.422285,4.715708863,-0.291428158,-525.8982111,1
747,87.77833063,7.135906554,-0.248938686,-7513.338475,0
748,63.61838584,7.128001161,-0.154745701,-39.46373487,0
749,84843.9643,2.149356495,0,0,0
750,80311.96596,2.068447653,0,0,0
751,297.6261139,6.235106791,-0.725722788,2021.570857,0
752,296.728552,6.25402245,0.699299301,-2030.96492,0
753,64.51636524,5.739978125,0.322051631,-3470.847791,0
754,70.83165148,5.77081477,-0.200392646,-0.971541918,0
755,56.27557544,5.712925176,0.17605673,37.16335695,0
756,24.5219554,7.100149738,0.140339152,3.495149029,0
757,167.4105664,0.9980727,0.02255755,0.202165838,1
758,39.023127,6.484321582,-0.424867237,-18.36407898,0
759,25.42042368,5.477914065,0.072641805,-50.10001686,0
760,38.00006391,6.365318331,0.292438565,-1526.38171,0
761,192.0135047,6.516003098,0.160875122,1.154193041,0
762,119.6701339,1.526232324,0.246157072,-0.399197843,1
763,432.8675843,1.05963839,0.503197631,4.366207085,1
764,94.84987943,4.101988712,0.928479616,0.802097444,1
765,117.6332642,1.466726144,-0.299626732,-0.64355855,1
766,151.8772687,1.476989753,0.414912278,-3.356169574,1
767,1767.016757,1.33603891,0.792618564,-3.489961283,1
768,303.1684941,0.364269487,0.119320301,1.342578495,1
769,112.3094576,2.312173834,-0.470211764,162.1391731,1
770,1049.185288,2.660183186,-0.969438489,-4.494199324,0
771,23.4256477,4.064843008,-0.714557917,106.6056956,0
772,35.09954057,5.23378689,0.222833949,-74.30599145,0
773,33.41899098,7.396082591,0.137777036,32.49493789,0
774,327.3086411,0.362983307,-0.195525348,-1.921936608,0
775,197.025575,7.723787114,0.654827667,-0.506089893,0
776,46.93232639,6.379612325,-0.059293688,20.52790152,0
777,2.48965602,5.384871862,-0.705535978,50.15029726,1
778,1.526286119,2.549476352,0.205915886,-17.20563749,1
779,65.07613491,3.685038219,0.060225869,-57.52428246,0
780,39.3502997,7.246344721,-0.356593541,8160.115796,0
781,19.80386198,7.180530598,-0.040254744,1198.298218,0
782,19.9979928,7.237714879,-0.142445875,-1.502564706,0
783,308.3661228,3.971230356,0.508292869,-120.8498726,0
784,82.23909316,4.834070343,-0.536307814,-1.29066036,0
785,84.40791463,5.036256082,-0.169818922,42.46992649,0
786,422.0615508,2.054003914,0.261606199,0.324888937,0
787,122.7390427,0.301045532,0.147406641,-0.469427685,1
788,175.0133541,0.827789667,-0.124565351,2.720161487,1
789,43.83141205,0.609296351,0,0,1
790,347.321339,0.270966102,-0.106372864,1.995603059,1
791,34.24602471,5.164189702,0,0,1
792,167.3653319,1.589899162,0.781374271,13.04545436,1
793,195.6845612,1.270617426,0.039763342,2.00572984,0
794,57.75473462,5.490152972,-0.09742418,44.73857041,0
795,53.03876777,5.48767865,-0.148790392,133.0120582,2
796,63.78908183,3.59849681,0.467960482,468.9881827,0
797,100.1024345,7.224027171,-0.533507777,-0.269506267,2
798,60.22146636,5.488078434,0.234312921,48.39614809,2
799,566.4251439,1.133244373,-0.007164937,3.273473756,1
800,2839051.837,3.339298816,-0.985795199,109525.3242,1
801,193.6991577,0.695332548,0.023070205,0.117994508,1
802,98.73180858,0.33537577,0.175241582,-1.445929954,1
803,223.9004265,0.086392438,-0.033707861,1.313697802,1
804,246.9709078,2.447548458,0.147712901,-20.96432391,1
805,59.91685213,1.472626867,0.242587568,-0.750273372,1
806,995.4523725,0.809190463,-0.096844864,1.209312077,1
807,64.29941901,1.320814511,0.022017029,-4.932515549,1
808,159.009527,0.864239157,-0.163529902,-0.197191332,1
809,165.4363234,0.755945211,0.399421735,3.75927373,1
810,1245.314484,0.829000547,0.233016705,-7.176708703,1
811,3819.140144,2.033833551,-0.670106614,25.16131891,1
812,5679.721379,2.372907273,-0.894750411,-19.36011947,1
813,1250.215496,2.186094378,0.603097822,-11.63783512,1
814,260.7968294,0.628747064,-0.150805069,11.53647144,1
815,285.3672231,0.486865977,-0.081513377,3.374244002,1
816,45.04572301,1.656625315,0.468561057,-0.879813241,1
817,109.9053031,1.235944228,-0.365826643,-0.402768041,1
818,96.20809905,1.59358667,-0.073576099,-3.869032252,1
819,71.87827137,4.917149034,0.262089208,0.10195799,0
820,75.00563008,0.300776569,0.643262677,0.921422405,0
821,1506.15663,1.160578626,-0.292471576,2.950805124,1
822,1255.958565,2.087930903,0.603954346,-43.16672996,1
823,1000.03539,1.481935614,0.229267964,15.03563963,1
824,2374.688722,0.413848128,-0.345238165,2.720840179,1
825,226.6497314,1.414536838,0.42615166,5.131868698,1
826,134.6474855,1.447206579,-0.13954609,7.593732602,1
827,45.9,1.458898471,0.044,113,2
828,145.33,3.789538937,0.4686,-24.03,2
829,18.97,6.358188827,0.095,216,2
830,91.1,2.535282857,0.02,223,2
831,46.6,3.402929215,0.2,215,2
832,55.3,2.9643448,0.02,185,2
833,7.73,1.344148574,0.101,248,2
834,2.58,2.393719293,0.05593,90.59,2
835,30.7,5.786897381,0.066,146,2
836,38.37,3.722797672,0.38,258.1,2
837,45.5,4.487512143,0.05,138.1,2
838,40,6.115450527,0.09,9.2,2
839,21.99,7.802658929,0.266,288.31,2
840,30.9,6.407374913,0.087,133,2
841,73.6,5.864199196,0.17,285,2
842,24.9,5.832468816,0.097,350,2
843,21.2,6.73459166,0.25,50,2
844,10.42,1.586742804,0.218,19,2
845,106.04,1.070298544,0.0133,210,2
846,5.6,2.061061153,0.25,-64,2
847,12.2,6.497076604,0.14,74,2
848,467,2.22385028,0.59,60.1,2
849,3.55,3.49467628,0.2,-5.7,2
850,288.26,6.273273154,0.124,9.93,2
851,4.4,1.35397776,0,0,2
852,286.8,3.960834674,0.5134,64.1,2
853,30.5,3.336658861,0.14,50,2
854,309.7,0.763652241,0.011,17,2
855,82,5.290285195,0.06,50,2
856,4.19,2.048982334,0.2,72.34,2
857,2.56,1.870231714,0.066,249,2
858,6.25,1.271807775,0,90,2
859,3.84,2.472175957,0.36,-92.74,2
860,2.2,3.121421749,0.12,-91.04,2
861,36.52,6.475432717,0.33,16,2
862,3.63,2.256789291,0.093,239,2
863,4.26,1.772474708,0.07,145.8,2
864,3.95,2.644229644,0.09,117.45,2
865,4.61,1.184667653,0.45,-98.23,2
866,5.51,3.572697542,0.188,98,2
867,5.33,2.871698493,0,0,2
868,171.5,4.758714968,0.207,80.21,2
869,67.28,3.685017004,0.0373,270.6,2
870,2.02,1.591273942,0,77,2
871,3.08,1.559438517,0.09,62,2
872,3.33,2.85532012,0.11,10,2
873,2.99,2.860942947,0.08,86,2
874,1.68,2.437177173,0.094,55,2
875,92.1,1.689372491,0.129,227,2
876,34.1,6.249589067,0.011,201.6,2
877,39.6,5.794689033,0.587,141.5,2
878,22,6.028760332,0.21,187,2
879,39.01,5.883740129,0.06,6.08,2
880,3.36,2.3083,0,180,2
881,5.59,0.972902,0.8,84,1
882,376.7,2.75779,0.04,269,1
